Workflow,State,Permission,Roles
codt_buildlicence_workflow,deposit,Access contents information,"Reader, Editor, Contributor, Manager"
codt_buildlicence_workflow,deposit,Manage properties,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,urban: Add UrbanEvent,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,ATContentTypes: Add File,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,List folder contents,"Contributor, Editor, Manager, Reader, RoadEditor, RoadReader"
codt_buildlicence_workflow,suspension,urban: Add Applicant,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,urban: Add Couple,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,Modify portal content,"Contributor, Editor, Manager, RoadEditor, AddressEditor"
codt_buildlicence_workflow,suspension,urban: Add Contact,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,urban: Add CODT_Inquiry,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,Delete objects,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,Add portal content,"Contributor, Editor, Manager, Reader"
codt_buildlicence_workflow,suspension,ATContentTypes: Add Image,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,View,"Contributor, Editor, ExternalReader, InternalReader, Manager, Reader, RoadEditor, RoadReader"
codt_buildlicence_workflow,suspension,urban: Add Corporation,"Contributor, Editor, Manager"
codt_buildlicence_workflow,suspension,Access contents information,"Contributor, Editor, ExternalReader, InternalReader, Manager, Reader, RoadEditor, RoadReader"
codt_buildlicence_workflow,suspension,urban: Add PortionOut,"AddressEditor, Manager"
codt_buildlicence_workflow,suspension,urban: Add UrbanEventOpinionRequest,"Contributor, Editor, Manager"
codt_buildlicence_workflow,accepted,Review portal content,"Reviewer, Manager"
codt_buildlicence_workflow,accepted,Modify portal content,"Editor, Contributor, Manager"
codt_buildlicence_workflow,accepted,Acces contents information,"Reader, Editor, Contributor, Manager"
codt_buildlicence_workflow,accepted,Modify view template,Manager
codt_buildlicence_workflow,accepted,urban: Add CODT_Inquiry,"Editor, Contributor, Manager"
codt_buildlicence_workflow,accepted,Delete objects,"Editor, Contributor, Manager"
codt_buildlicence_workflow,accepted,Add portal content,"Editor, Contributor, Manager"
codt_buildlicence_workflow,accepted,urban: Add CODT_UniqueLicenceInquiry,"Editor, Contributor, Manager"
codt_buildlicence_workflow,accepted,View,"Reader, Editor, Contributor, Manager"
codt_buildlicence_workflow,accepted,Access contents information,"Reader, Editor, Contributor, Manager"
codt_buildlicence_workflow,accepted,Manage properties,"Contributor, Editor, Manager"
codt_buildlicence_workflow,incomplete,Review portal content,"Reviewer, Manager"
codt_buildlicence_workflow,incomplete,Modify portal content,"Editor, Contributor, Manager"
codt_buildlicence_workflow,incomplete,Acces contents information,"Reader, Editor, Contributor, Manager"
codt_buildlicence_workflow,incomplete,Modify view template,Manager
codt_buildlicence_workflow,incomplete,urban: Add CODT_Inquiry,"Editor, Contributor, Manager"
codt_buildlicence_workflow,incomplete,Delete objects,"Editor, Contributor, Manager"
codt_buildlicence_workflow,incomplete,Add portal content,"Editor, Contributor, Manager"
codt_buildlicence_workflow,incomplete,urban: Add CODT_UniqueLicenceInquiry,"Editor, Contributor, Manager"
codt_buildlicence_workflow,incomplete,View,"Reader, Editor, Contributor, Manager"
codt_buildlicence_workflow,incomplete,Access contents information,"Reader, Editor, Contributor, Manager"
codt_buildlicence_workflow,incomplete,Manage properties,"Contributor, Editor, Manager"
college_event_workflow,draft,WebDAV Lock items,"Editor, Contributor, Manager"
college_event_workflow,draft,ATContentTypes: Add File,"Editor, Contributor, Manager, Owner"
college_event_workflow,draft,Modify portal content,"Editor, Contributor, Manager, Owner"
college_event_workflow,draft,WebDAV Unlock items,"Editor, Contributor, Manager"
college_event_workflow,draft,Delete objects,"Editor, Contributor, Manager, Owner"
college_event_workflow,draft,Add portal content,"Editor, Contributor, Manager, Owner"
college_event_workflow,draft,Access contents information,"Reader, Editor, Contributor, Manager, Owner"
college_event_workflow,draft,ATContentTypes: Add Image,"Editor, Contributor, Manager, Owner"
college_event_workflow,draft,View,"Reader, Editor, Contributor, Manager, Owner"
college_event_workflow,closed,WebDAV Lock items,"Editor, Contributor, Manager"
college_event_workflow,closed,ATContentTypes: Add File,Manager
college_event_workflow,closed,Modify portal content,"Editor, Contributor, Manager"
college_event_workflow,closed,WebDAV Unlock items,"Editor, Contributor, Manager"
college_event_workflow,closed,Delete objects,"Editor, Contributor, Manager"
college_event_workflow,closed,Add portal content,"Editor, Contributor, Manager"
college_event_workflow,closed,Access contents information,"Reader, Editor, Contributor, Manager"
college_event_workflow,closed,ATContentTypes: Add Image,Manager
college_event_workflow,closed,View,"Reader, Editor, Contributor, Manager"
college_event_workflow,decision_in_progress,WebDAV Lock items,"Editor, Contributor, Manager"
college_event_workflow,decision_in_progress,ATContentTypes: Add File,"Editor, Contributor, Manager"
college_event_workflow,decision_in_progress,Products.urban: SendToPM,"Contributor, Manager"
college_event_workflow,decision_in_progress,Modify portal content,"Editor, Contributor, Manager"
college_event_workflow,decision_in_progress,WebDAV Unlock items,"Editor, Contributor, Manager"
college_event_workflow,decision_in_progress,Delete objects,"Editor, Contributor, Manager"
college_event_workflow,decision_in_progress,Add portal content,"Editor, Contributor, Manager"
college_event_workflow,decision_in_progress,Access contents information,"Reader, Editor, Contributor, Manager"
college_event_workflow,decision_in_progress,ATContentTypes: Add Image,"Editor, Contributor, Manager"
college_event_workflow,decision_in_progress,View,"Reader, Editor, Contributor, Manager"
urbandivision_workflow,in_progress,Review portal content,"Editor, Contributor, Manager, Owner"
urbandivision_workflow,in_progress,urban: Add UrbanEvent,"Editor, Contributor, Manager"
urbandivision_workflow,in_progress,Modify portal content,"Editor, Contributor, Manager, Owner"
urbandivision_workflow,in_progress,Acces contents information,"Reader, Contributor, Editor, Manager, Owner"
urbandivision_workflow,in_progress,urban: Add Layer,"Editor, Contributor, Manager"
urbandivision_workflow,in_progress,Delete objects,"Editor, Contributor, Manager, Owner"
urbandivision_workflow,in_progress,Add portal content,"Editor, Contributor, Manager"
urbandivision_workflow,in_progress,Manage properties,"Contributor, Editor, Manager"
urbandivision_workflow,in_progress,imio.urban: Add Parcel,"Editor, Contributor, Manager"
urbandivision_workflow,in_progress,Access contents information,"Reader, Contributor, Editor, Manager, Owner"
urbandivision_workflow,in_progress,View,"Reader, Contributor, Editor, Manager, Owner"
urbandivision_workflow,accepted,Review portal content,"Manager, Reviewer"
urbandivision_workflow,accepted,urban: Add UrbanEvent,Manager
urbandivision_workflow,accepted,Modify portal content,Manager
urbandivision_workflow,accepted,Acces contents information,"Manager, Contributor, Editor, Reader"
urbandivision_workflow,accepted,urban: Add Layer,Manager
urbandivision_workflow,accepted,Modify view template,Manager
urbandivision_workflow,accepted,Delete objects,Manager
urbandivision_workflow,accepted,Add portal content,Manager
urbandivision_workflow,accepted,Manage properties,"Contributor, Editor, Manager"
urbandivision_workflow,accepted,imio.urban: Add Parcel,Manager
urbandivision_workflow,accepted,Access contents information,"Manager, Contributor, Editor, Reader"
urbandivision_workflow,accepted,View,"Manager, Contributor, Editor, Reader"
urbandivision_workflow,need_parceloutlicence,Review portal content,"Manager, Reviewer"
urbandivision_workflow,need_parceloutlicence,urban: Add UrbanEvent,Manager
urbandivision_workflow,need_parceloutlicence,Modify portal content,Manager
urbandivision_workflow,need_parceloutlicence,Acces contents information,"Manager, Contributor, Editor, Reader"
urbandivision_workflow,need_parceloutlicence,urban: Add Layer,Manager
urbandivision_workflow,need_parceloutlicence,Modify view template,Manager
urbandivision_workflow,need_parceloutlicence,Delete objects,Manager
urbandivision_workflow,need_parceloutlicence,Add portal content,Manager
urbandivision_workflow,need_parceloutlicence,Manage properties,"Contributor, Editor, Manager"
urbandivision_workflow,need_parceloutlicence,imio.urban: Add Parcel,Manager
urbandivision_workflow,need_parceloutlicence,Access contents information,"Manager, Contributor, Editor, Reader"
urbandivision_workflow,need_parceloutlicence,View,"Manager, Contributor, Editor, Reader"
urbanevent_workflow,in_progress,Review portal content,"Manager, Contributor, Editor, Owner"
urbanevent_workflow,in_progress,ATContentTypes: Add File,"Manager, Contributor, Editor, Owner"
urbanevent_workflow,in_progress,Modify portal content,"Manager, Contributor, Editor, Owner"
urbanevent_workflow,in_progress,Acces contents information,"Manager, Contributor, Editor, Reader, Owner"
urbanevent_workflow,in_progress,urban: Add RecipientCadastre,"Manager, Contributor, Editor, Owner"
urbanevent_workflow,in_progress,urban: Add Claimant,"Manager, Contributor, Editor, Owner"
urbanevent_workflow,in_progress,Modify view template,Manager
urbanevent_workflow,in_progress,Delete objects,"Manager, Contributor, Editor, Owner"
urbanevent_workflow,in_progress,Add portal content,"Manager, Contributor, Editor, Owner"
urbanevent_workflow,in_progress,ATContentTypes: Add Image,"Manager, Contributor, Editor, Owner"
urbanevent_workflow,in_progress,View,"Manager, Contributor, Editor, Reader, Owner"
urbanevent_workflow,closed,Review portal content,"Manager, Contributor, Editor"
urbanevent_workflow,closed,ATContentTypes: Add File,Manager
urbanevent_workflow,closed,Modify portal content,Manager
urbanevent_workflow,closed,Acces contents information,"Manager, Contributor, Editor, Reader"
urbanevent_workflow,closed,urban: Add RecipientCadastre,Manager
urbanevent_workflow,closed,urban: Add Claimant,Manager
urbanevent_workflow,closed,Modify view template,Manager
urbanevent_workflow,closed,Delete objects,Manager
urbanevent_workflow,closed,Add portal content,Manager
urbanevent_workflow,closed,Access contents information,"Manager, Contributor, Editor, Reader"
urbanevent_workflow,closed,ATContentTypes: Add Image,Manager
urbanevent_workflow,closed,View,"Manager, Contributor, Editor, Reader"
opinion_request_workflow,waiting_opinion,WebDAV Lock items,"Editor, Contributor, Manager"
opinion_request_workflow,waiting_opinion,ATContentTypes: Add File,"Editor, Contributor, Manager"
opinion_request_workflow,waiting_opinion,WebDAV UnLock items,"Contributor, Editor, Manager"
opinion_request_workflow,waiting_opinion,Modify portal content,"Editor, Contributor, Manager"
opinion_request_workflow,waiting_opinion,WebDAV Unlock items,"Editor, Contributor, Manager"
opinion_request_workflow,waiting_opinion,Delete objects,"Editor, Contributor, Manager"
opinion_request_workflow,waiting_opinion,Add portal content,"Editor, Contributor, Manager"
opinion_request_workflow,waiting_opinion,Products.urban: Validate,"Contributor, Manager"
opinion_request_workflow,waiting_opinion,Access contents information,"Reader, Editor, Contributor, Manager"
opinion_request_workflow,waiting_opinion,ATContentTypes: Add Image,"Editor, Contributor, Manager"
opinion_request_workflow,waiting_opinion,View,"Reader, Editor, Contributor, Manager"
opinion_request_workflow,opinion_validation,WebDAV Lock items,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_validation,ATContentTypes: Add File,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_validation,WebDAV UnLock items,"Contributor, Editor, Manager"
opinion_request_workflow,opinion_validation,Modify portal content,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_validation,WebDAV Unlock items,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_validation,Delete objects,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_validation,Add portal content,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_validation,Products.urban: Validate,"Contributor, Manager"
opinion_request_workflow,opinion_validation,Access contents information,"Reader, Editor, Contributor, Manager"
opinion_request_workflow,opinion_validation,ATContentTypes: Add Image,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_validation,View,"Reader, Editor, Contributor, Manager"
opinion_request_workflow,creation,WebDAV Lock items,"Editor, Contributor, Manager"
opinion_request_workflow,creation,ATContentTypes: Add File,"Editor, Contributor, Manager, Owner"
opinion_request_workflow,creation,Modify portal content,"Editor, Contributor, Manager, Owner"
opinion_request_workflow,creation,WebDAV UnLock items,"Contributor, Editor, Manager"
opinion_request_workflow,creation,Delete objects,"Editor, Contributor, Manager, Owner"
opinion_request_workflow,creation,Add portal content,"Editor, Contributor, Manager, Owner"
opinion_request_workflow,creation,Products.urban: Validate,"Contributor, Manager"
opinion_request_workflow,creation,Access contents information,"Reader, Editor, Contributor, Manager, Owner"
opinion_request_workflow,creation,ATContentTypes: Add Image,"Editor, Contributor, Manager, Owner"
opinion_request_workflow,creation,View,"Reader, Editor, Contributor, Manager, Owner"
opinion_request_workflow,opinion_given,WebDAV Lock items,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_given,ATContentTypes: Add File,Manager
opinion_request_workflow,opinion_given,WebDAV UnLock items,"Contributor, Editor, Manager"
opinion_request_workflow,opinion_given,Modify portal content,Manager
opinion_request_workflow,opinion_given,WebDAV Unlock items,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_given,Delete objects,Manager
opinion_request_workflow,opinion_given,Add portal content,Manager
opinion_request_workflow,opinion_given,Products.urban: Validate,"Editor, Contributor, Manager"
opinion_request_workflow,opinion_given,Access contents information,"Reader, Editor, Contributor, Manager"
opinion_request_workflow,opinion_given,ATContentTypes: Add Image,Manager
opinion_request_workflow,opinion_given,View,"Reader, Editor, Contributor, Manager"
inspection_workflow,ended,Review portal content,"Reviewer, Manager"
inspection_workflow,ended,Modify portal content,"Editor, Contributor, Manager"
inspection_workflow,ended,Acces contents information,"Reader, Editor, Contributor, Manager"
inspection_workflow,ended,Modify view template,Manager
inspection_workflow,ended,Delete objects,"Editor, Contributor, Manager"
inspection_workflow,ended,Add portal content,"Editor, Contributor, Manager"
inspection_workflow,ended,Manage properties,"Contributor, Editor, Manager"
inspection_workflow,ended,Access contents information,"Reader, Editor, Contributor, Manager"
inspection_workflow,ended,View,"Reader, Editor, Contributor, Manager"
inspection_workflow,administrative_answer,Review portal content,"Reviewer, Contributor, Manager"
inspection_workflow,administrative_answer,Modify portal content,"Editor, Contributor, Manager"
inspection_workflow,administrative_answer,Acces contents information,"Reader, Editor, Contributor, Manager"
inspection_workflow,administrative_answer,Modify view template,Manager
inspection_workflow,administrative_answer,Delete objects,"Editor, Contributor, Manager"
inspection_workflow,administrative_answer,Add portal content,"Editor, Contributor, Manager"
inspection_workflow,administrative_answer,Manage properties,"Contributor, Editor, Manager"
inspection_workflow,administrative_answer,Access contents information,"Reader, Editor, Contributor, Manager"
inspection_workflow,administrative_answer,View,"Reader, Editor, Contributor, Manager"
inspection_workflow,creation,Review portal content,"Reviewer, Contributor, Manager"
inspection_workflow,creation,Modify portal content,"Editor, Contributor, Manager"
inspection_workflow,creation,Acces contents information,"Reader, Editor, Contributor, Manager"
inspection_workflow,creation,Modify view template,Manager
inspection_workflow,creation,Delete objects,"Editor, Contributor, Manager"
inspection_workflow,creation,Add portal content,"Editor, Contributor, Manager"
inspection_workflow,creation,Access contents information,"Reader, Editor, Contributor, Manager"
inspection_workflow,creation,View,"Reader, Editor, Contributor, Manager"
inspection_workflow,analysis,Review portal content,"Reviewer, Contributor, Manager"
inspection_workflow,analysis,Modify portal content,"Editor, Contributor, Manager"
inspection_workflow,analysis,Acces contents information,"Reader, Editor, Contributor, Manager"
inspection_workflow,analysis,Modify view template,Manager
inspection_workflow,analysis,Delete objects,"Editor, Contributor, Manager"
inspection_workflow,analysis,Add portal content,"Editor, Contributor, Manager"
inspection_workflow,analysis,Manage properties,"Contributor, Editor, Manager"
inspection_workflow,analysis,Access contents information,"Reader, Editor, Contributor, Manager"
inspection_workflow,analysis,View,"Reader, Editor, Contributor, Manager"
ticket_workflow,prosecution_analysis,urban: Add UrbanEvent,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,liege.urban: Validate,"Contributor, Manager"
ticket_workflow,prosecution_analysis,ATContentTypes: Add File,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,List folder contents,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,prosecution_analysis,urban: Add Applicant,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,liege.urban: Internal Editor,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,Modify portal content,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,liege.urban: External Reader,"Contributor, Editor, Manager, Reader"
ticket_workflow,prosecution_analysis,urban: Add Contact,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,urban: Add CODT_Inquiry,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,Delete objects,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,Add portal content,"Contributor, Editor, Manager, Reader"
ticket_workflow,prosecution_analysis,Manage properties,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,liege.urban: Internal Reader,"Contributor, Editor, Manager, Reader"
ticket_workflow,prosecution_analysis,urban: Add UrbanEventInspectionReport,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,View,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,prosecution_analysis,urban: Add Corporation,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,Access contents information,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,prosecution_analysis,ATContentTypes: Add Image,"Contributor, Editor, Manager"
ticket_workflow,prosecution_analysis,urban: Add UrbanEventOpinionRequest,"Contributor, Editor, Manager"
ticket_workflow,ended,urban: Add UrbanEvent,"Contributor, Editor, Manager"
ticket_workflow,ended,liege.urban: Validate,"Contributor, Manager"
ticket_workflow,ended,ATContentTypes: Add File,"Contributor, Editor, Manager"
ticket_workflow,ended,List folder contents,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,ended,urban: Add Applicant,"Contributor, Editor, Manager"
ticket_workflow,ended,liege.urban: Internal Editor,"Contributor, Editor, Manager"
ticket_workflow,ended,Modify portal content,"Contributor, Editor, Manager"
ticket_workflow,ended,liege.urban: External Reader,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,ended,urban: Add Contact,"Contributor, Editor, Manager"
ticket_workflow,ended,urban: Add CODT_Inquiry,"Contributor, Editor, Manager"
ticket_workflow,ended,Delete objects,"Contributor, Editor, Manager"
ticket_workflow,ended,Add portal content,"Contributor, Editor, Manager, Reader"
ticket_workflow,ended,Manage properties,"Contributor, Editor, Manager"
ticket_workflow,ended,liege.urban: Internal Reader,"Contributor, Editor, Manager, Reader"
ticket_workflow,ended,urban: Add UrbanEventInspectionReport,"Contributor, Editor, Manager"
ticket_workflow,ended,View,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,ended,urban: Add Corporation,"Contributor, Editor, Manager"
ticket_workflow,ended,Access contents information,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,ended,ATContentTypes: Add Image,"Contributor, Editor, Manager"
ticket_workflow,ended,urban: Add UrbanEventOpinionRequest,"Contributor, Editor, Manager"
ticket_workflow,creation,urban: Add UrbanEvent,"Contributor, Editor, Manager"
ticket_workflow,creation,liege.urban: Validate,"Contributor, Manager"
ticket_workflow,creation,ATContentTypes: Add File,"Contributor, Editor, Manager"
ticket_workflow,creation,List folder contents,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,creation,urban: Add Applicant,"Contributor, Editor, Manager"
ticket_workflow,creation,liege.urban: Internal Editor,"Contributor, Editor, Manager"
ticket_workflow,creation,Modify portal content,"Contributor, Editor, Manager"
ticket_workflow,creation,liege.urban: External Reader,"Contributor, Editor, Manager, Reader"
ticket_workflow,creation,urban: Add Contact,"Contributor, Editor, Manager"
ticket_workflow,creation,urban: Add CODT_Inquiry,"Contributor, Editor, Manager"
ticket_workflow,creation,Delete objects,"Contributor, Editor, Manager"
ticket_workflow,creation,Add portal content,"Contributor, Editor, Manager, Reader"
ticket_workflow,creation,Manage properties,"Contributor, Editor, Manager"
ticket_workflow,creation,liege.urban: Internal Reader,"Contributor, Editor, Manager, Reader"
ticket_workflow,creation,urban: Add UrbanEventInspectionReport,"Contributor, Editor, Manager"
ticket_workflow,creation,View,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,creation,urban: Add Corporation,"Contributor, Editor, Manager"
ticket_workflow,creation,Access contents information,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,creation,ATContentTypes: Add Image,"Contributor, Editor, Manager"
ticket_workflow,creation,urban: Add UrbanEventOpinionRequest,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,urban: Add UrbanEvent,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,liege.urban: Validate,"Contributor, Manager"
ticket_workflow,in_progress_with_prosecutor,ATContentTypes: Add File,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,List folder contents,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,in_progress_with_prosecutor,urban: Add Applicant,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,liege.urban: Internal Editor,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,Modify portal content,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,liege.urban: External Reader,"Contributor, Editor, Manager, Reader"
ticket_workflow,in_progress_with_prosecutor,urban: Add Contact,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,urban: Add CODT_Inquiry,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,Delete objects,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,Add portal content,"Contributor, Editor, Manager, Reader"
ticket_workflow,in_progress_with_prosecutor,Manage properties,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,liege.urban: Internal Reader,"Contributor, Editor, Manager, Reader"
ticket_workflow,in_progress_with_prosecutor,urban: Add UrbanEventInspectionReport,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,View,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,in_progress_with_prosecutor,urban: Add Corporation,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,Access contents information,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,in_progress_with_prosecutor,ATContentTypes: Add Image,"Contributor, Editor, Manager"
ticket_workflow,in_progress_with_prosecutor,urban: Add UrbanEventOpinionRequest,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,urban: Add UrbanEvent,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,liege.urban: Validate,"Contributor, Manager"
ticket_workflow,in_progress_without_prosecutor,ATContentTypes: Add File,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,List folder contents,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,in_progress_without_prosecutor,urban: Add Applicant,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,liege.urban: Internal Editor,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,Modify portal content,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,liege.urban: External Reader,"Contributor, Editor, Manager, Reader"
ticket_workflow,in_progress_without_prosecutor,urban: Add Contact,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,urban: Add CODT_Inquiry,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,Delete objects,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,Add portal content,"Contributor, Editor, Manager, Reader"
ticket_workflow,in_progress_without_prosecutor,Manage properties,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,liege.urban: Internal Reader,"Contributor, Editor, Manager, Reader"
ticket_workflow,in_progress_without_prosecutor,urban: Add UrbanEventInspectionReport,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,View,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,in_progress_without_prosecutor,urban: Add Corporation,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,Access contents information,"Contributor, Editor, ExternalReader, Manager, Reader"
ticket_workflow,in_progress_without_prosecutor,ATContentTypes: Add Image,"Contributor, Editor, Manager"
ticket_workflow,in_progress_without_prosecutor,urban: Add UrbanEventOpinionRequest,"Contributor, Editor, Manager"
housing_workflow,2nd_observation,Review portal content,"Reviewer, Contributor, Manager"
housing_workflow,2nd_observation,Modify portal content,"Editor, Contributor, Manager"
housing_workflow,2nd_observation,Acces contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,2nd_observation,Modify view template,Manager
housing_workflow,2nd_observation,Delete objects,"Editor, Contributor, Manager"
housing_workflow,2nd_observation,Add portal content,"Editor, Contributor, Manager"
housing_workflow,2nd_observation,Manage properties,"Contributor, Editor, Manager"
housing_workflow,2nd_observation,Access contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,2nd_observation,View,"Reader, Editor, Contributor, Manager"
housing_workflow,creation,Review portal content,"Reviewer, Contributor, Manager"
housing_workflow,creation,Modify portal content,"Editor, Contributor, Manager"
housing_workflow,creation,Acces contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,creation,Modify view template,Manager
housing_workflow,creation,Delete objects,"Editor, Contributor, Manager"
housing_workflow,creation,Add portal content,"Editor, Contributor, Manager"
housing_workflow,creation,Access contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,creation,View,"Reader, Editor, Contributor, Manager"
housing_workflow,1st_observation,Review portal content,"Reviewer, Contributor, Manager"
housing_workflow,1st_observation,Modify portal content,"Editor, Contributor, Manager"
housing_workflow,1st_observation,Acces contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,1st_observation,Modify view template,Manager
housing_workflow,1st_observation,Delete objects,"Editor, Contributor, Manager"
housing_workflow,1st_observation,Add portal content,"Editor, Contributor, Manager"
housing_workflow,1st_observation,Manage properties,"Contributor, Editor, Manager"
housing_workflow,1st_observation,Access contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,1st_observation,View,"Reader, Editor, Contributor, Manager"
housing_workflow,analysis,Review portal content,"Reviewer, Contributor, Manager"
housing_workflow,analysis,Modify portal content,"Editor, Contributor, Manager"
housing_workflow,analysis,Acces contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,analysis,Modify view template,Manager
housing_workflow,analysis,Delete objects,"Editor, Contributor, Manager"
housing_workflow,analysis,Add portal content,"Editor, Contributor, Manager"
housing_workflow,analysis,Manage properties,"Contributor, Editor, Manager"
housing_workflow,analysis,Access contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,analysis,View,"Reader, Editor, Contributor, Manager"
housing_workflow,ended,Review portal content,"Reviewer, Manager"
housing_workflow,ended,Modify portal content,"Editor, Contributor, Manager"
housing_workflow,ended,Acces contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,ended,Modify view template,Manager
housing_workflow,ended,Delete objects,"Editor, Contributor, Manager"
housing_workflow,ended,Add portal content,"Editor, Contributor, Manager"
housing_workflow,ended,Manage properties,"Contributor, Editor, Manager"
housing_workflow,ended,Access contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,ended,View,"Reader, Editor, Contributor, Manager"
housing_workflow,annual_observation,Review portal content,"Reviewer, Contributor, Manager"
housing_workflow,annual_observation,Modify portal content,"Editor, Contributor, Manager"
housing_workflow,annual_observation,Acces contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,annual_observation,Modify view template,Manager
housing_workflow,annual_observation,Delete objects,"Editor, Contributor, Manager"
housing_workflow,annual_observation,Add portal content,"Editor, Contributor, Manager"
housing_workflow,annual_observation,Manage properties,"Contributor, Editor, Manager"
housing_workflow,annual_observation,Access contents information,"Reader, Editor, Contributor, Manager"
housing_workflow,annual_observation,View,"Reader, Editor, Contributor, Manager"
